usuario,texto,entidade_mencionada,score_sentimento
10807ceb-11e8-4f81-84d2-84b264bbd0c2,"adorei a palestra da michelle wangham, muito inspiradora",Palestra,0.0
10807ceb-11e8-4f81-84d2-84b264bbd0c2,"adorei a palestra da michelle wangham, muito inspiradora",Organizacao,0.0
10807ceb-11e8-4f81-84d2-84b264bbd0c2,deixou uma bonita mensagem de não desistir dos sonhos,Mensagem,0.5719
10807ceb-11e8-4f81-84d2-84b264bbd0c2,deixou uma bonita mensagem de não desistir dos sonhos,Sonhos,0.5719
9f773bc4-a96d-41fd-a812-4cd40ae76ce4,#witcsbc2025,Witcsbc2025,0.0
10807ceb-11e8-4f81-84d2-84b264bbd0c2,gostei quando exibiram os impactos do projeto em números,Numeros,0.4215
10807ceb-11e8-4f81-84d2-84b264bbd0c2,gostei quando exibiram os impactos do projeto em números,Impactos,0.4215
10807ceb-11e8-4f81-84d2-84b264bbd0c2,gostei quando exibiram os impactos do projeto em números,Projetos,0.4215
10807ceb-11e8-4f81-84d2-84b264bbd0c2,me despertou uma vontade de contribuir para aumentar essas porcentagens,Organizacao,0.1779
10807ceb-11e8-4f81-84d2-84b264bbd0c2,me despertou uma vontade de contribuir para aumentar essas porcentagens,Porcentagens,0.1779
9f773bc4-a96d-41fd-a812-4cd40ae76ce4,por menos vies na computação,Computacao,-0.1027
9f773bc4-a96d-41fd-a812-4cd40ae76ce4,por menos vies na computação,Organizacao,-0.1027
9f773bc4-a96d-41fd-a812-4cd40ae76ce4,por mais mulheres,Mulheres,0.0
9f773bc4-a96d-41fd-a812-4cd40ae76ce4,#csbcwit2025,Csbcwit2025,0.0
91a02681-4ee5-4892-ba90-686d7ff2b6ef,"amei os momentos, muito significativos",Momento,0.6705
91a02681-4ee5-4892-ba90-686d7ff2b6ef,acolhedores,Apoio,0.0
91a02681-4ee5-4892-ba90-686d7ff2b6ef,muito lindo os momentos,Momento,0.5423
c8b3d0a8-ff03-4d7f-bd59-b03a93f36656,momento muito importante,Momento,0.3182
c08bca4e-d84f-4567-b938-d29470fd6d02,"amando o evento, a estrutura, a animação ansiosa para acompanhar toda a programação",Programacao,0.5267
c08bca4e-d84f-4567-b938-d29470fd6d02,"amando o evento, a estrutura, a animação ansiosa para acompanhar toda a programação",Animacao,0.5267
c08bca4e-d84f-4567-b938-d29470fd6d02,"amando o evento, a estrutura, a animação ansiosa para acompanhar toda a programação",Estrutura,0.5267
39c3a3e9-ded4-4f91-a9f8-b00e2c644d07,oi meninas presente 💋,Mulheres,0.4404
a4d6da2d-6f2f-4b75-bfff-31310d0bbff0,legal de verdade 👌,Fato,0.4215
c08bca4e-d84f-4567-b938-d29470fd6d02,"meu primeiro csbc, amando esse ambiente acadêmico, essa comunidade, tudo perfeito",Comunidade,0.8591
c08bca4e-d84f-4567-b938-d29470fd6d02,"meu primeiro csbc, amando esse ambiente acadêmico, essa comunidade, tudo perfeito",Ambiente,0.8591
7b902c9d-46c3-49f2-b438-1db305423d2a,a palestra do produtor do manual do mundon foi mundo enriquecedora,Produtor,0.0
7b902c9d-46c3-49f2-b438-1db305423d2a,a palestra do produtor do manual do mundon foi mundo enriquecedora,Manual,0.0
7b902c9d-46c3-49f2-b438-1db305423d2a,a palestra do produtor do manual do mundon foi mundo enriquecedora,Palestra,0.0
7b902c9d-46c3-49f2-b438-1db305423d2a,a palestra do produtor do manual do mundon foi mundo enriquecedora,Organizacao,0.0
7b902c9d-46c3-49f2-b438-1db305423d2a,a gamificação foi bem legal,Gamificacao,0.3818
eb7a2e85-37f5-4355-b66a-b99d1a9ac033,ótima palestra,Palestra,0.0
eb7a2e85-37f5-4355-b66a-b99d1a9ac033,"representando o oi, meninas",Mulheres,0.0
f429f390-79a1-4e84-9a93-87a43048d3d7,uma oportunidade de conhecer novos projetos,Projetos,0.4215
f429f390-79a1-4e84-9a93-87a43048d3d7,uma oportunidade de conhecer novos projetos,Oportunidade,0.4215
f429f390-79a1-4e84-9a93-87a43048d3d7,aprendizagem,Aprendizado,0.0
cf03f7b1-8338-40a2-84f4-91ec5f988764,momento incrível,Momento,0.6705
cf03f7b1-8338-40a2-84f4-91ec5f988764,"representando o oi, meninas",Mulheres,0.0
251569e1-42c3-4c32-b8db-d8b8b9741d5b,adorando o fmd,Dms,0.3818
eb7a2e85-37f5-4355-b66a-b99d1a9ac033,meu primeiro wit+fmd,Wit+fmd,0.0
cf03f7b1-8338-40a2-84f4-91ec5f988764,ótima palestra,Palestra,0.0
75049fc4-0a03-4d80-9d70-6471c2c5a110,amei a abertura,Abertura,0.7845
66244247-28d9-4511-acc3-1eb53db22887,amo wit,Organizacao,0.6705
66244247-28d9-4511-acc3-1eb53db22887,katie presente,Mulheres,0.4404
75049fc4-0a03-4d80-9d70-6471c2c5a110,o momento de reunião dos projetos parceiros está sendo incrível,Momento,0.6705
75049fc4-0a03-4d80-9d70-6471c2c5a110,o momento de reunião dos projetos parceiros está sendo incrível,Projetos,0.6705
75049fc4-0a03-4d80-9d70-6471c2c5a110,o momento de reunião dos projetos parceiros está sendo incrível,Encontro,0.6705
9e1aa993-64b6-4d6b-99d1-897ce3415327,excelentes falas,Compreensao,0.0
9e1aa993-64b6-4d6b-99d1-897ce3415327,projetos incríveis🥰,Projetos,0.0
66244247-28d9-4511-acc3-1eb53db22887,ansiosa pra ver a camisaa,Camisa,0.0
9e1aa993-64b6-4d6b-99d1-897ce3415327,já quero mais vezes💖💖,Organizacao,0.0
fd51eca2-7207-474a-8495-5c0e5f20aea5,parabéns aos projetos,Projetos,0.5994
b1c72158-d2a6-4239-87be-166fbeffc509,evento importante demaisss,Organizacao,0.3182
f9ff0b83-ae39-447d-b0f0-4714731e87c0,parabéns pelas apresentaçõess💞,Palestra,0.5994
806f7369-1da2-4baa-9c95-7d4962b7f33e,adorando a experiência,Experiencia,0.3818
2dda6d0e-c0bf-4094-9dd0-82540de1cfaa,muito incrível ver todos esses projetos,Projetos,0.6705
53e90d93-f0bd-4877-9279-97a086ab6bc5,experiência incrívellll,Experiencia,0.0
20280073-68fe-4304-9f54-d23b1663fe33,abre a cabeça para diversas possibilidades,Organizacao,-0.1531
20280073-68fe-4304-9f54-d23b1663fe33,abre a cabeça para diversas possibilidades,Possibilidades,-0.1531
20280073-68fe-4304-9f54-d23b1663fe33,metas,Organizacao,0.0
a4ceb2fb-9e75-4db1-ace5-c82f92a1376e,muita qualidade,Qualidade,0.0
76a1a1ae-7c41-4d19-a97f-a6eea914b48e,"importantíssima a experiência para nós, mulheres",Experiencia,-0.1531
76a1a1ae-7c41-4d19-a97f-a6eea914b48e,"importantíssima a experiência para nós, mulheres",Mulheres,-0.1531
c04b5ba6-0939-443f-93db-54b15820e804,muito legal a ideia do momento de integração,Momento,-0.34
c04b5ba6-0939-443f-93db-54b15820e804,muito legal a ideia do momento de integração,Ideia,-0.34
c04b5ba6-0939-443f-93db-54b15820e804,muito legal a ideia do momento de integração,Integracao,-0.34
8b928f09-aedb-4ce1-a365-4d56a0839c50,"gostaria de deixar uma sugestão:
disponibilizar os qrcode em diferentes locais da sala para não tumultuar a estrada",Trajetoria,-0.4215
8b928f09-aedb-4ce1-a365-4d56a0839c50,"gostaria de deixar uma sugestão:
disponibilizar os qrcode em diferentes locais da sala para não tumultuar a estrada",Organizacao,-0.4215
8b928f09-aedb-4ce1-a365-4d56a0839c50,"gostaria de deixar uma sugestão:
disponibilizar os qrcode em diferentes locais da sala para não tumultuar a estrada",Qrcode,-0.4215
8b928f09-aedb-4ce1-a365-4d56a0839c50,"gostaria de deixar uma sugestão:
disponibilizar os qrcode em diferentes locais da sala para não tumultuar a estrada",Area,-0.4215
e56b565e-2680-4f05-bfb5-f672c691d632,amei o fórum meninas digitais,Mulheres,0.6705
e56b565e-2680-4f05-bfb5-f672c691d632,amei o fórum meninas digitais,Forum,0.6705
1c7000ea-e558-4ef4-93d8-2c018ec84123,ansiosa para o evento do sudeste 💜,Sudeste,-0.1531
e56b565e-2680-4f05-bfb5-f672c691d632,muito legal o momento de integração com os projetos parceiros,Momento,0.128
e56b565e-2680-4f05-bfb5-f672c691d632,muito legal o momento de integração com os projetos parceiros,Projetos,0.128
e56b565e-2680-4f05-bfb5-f672c691d632,muito legal o momento de integração com os projetos parceiros,Integracao,0.128
2b305129-cc14-4538-8075-78b26f65f34f,"adorei o evento da wit, ele trouxe muito espaço para integração entre os projetos parceiros",Projetos,-0.1531
2b305129-cc14-4538-8075-78b26f65f34f,"adorei o evento da wit, ele trouxe muito espaço para integração entre os projetos parceiros",Organizacao,-0.1531
2b305129-cc14-4538-8075-78b26f65f34f,"adorei o evento da wit, ele trouxe muito espaço para integração entre os projetos parceiros",Integracao,-0.1531
2b305129-cc14-4538-8075-78b26f65f34f,os participantes do painel,Participantes,0.0
2b305129-cc14-4538-8075-78b26f65f34f,os participantes do painel,Painel,0.0
454aed9e-698f-45b7-bd91-93f4a4e6aa1d,entendi tudo com clareza,Cuidado,0.4019
631b69a6-0a28-4aac-93e4-ae024e5efc3b,o wit é um dos momentos que mais amo dentro do csbc,Momento,0.6705
631b69a6-0a28-4aac-93e4-ae024e5efc3b,o wit é um dos momentos que mais amo dentro do csbc,Organizacao,0.6705
20280073-68fe-4304-9f54-d23b1663fe33,foi muito bom conhecer um pouquinho mais dos projetos do sudeste,Projetos,0.4215
20280073-68fe-4304-9f54-d23b1663fe33,foi muito bom conhecer um pouquinho mais dos projetos do sudeste,Pouquinho,0.4215
20280073-68fe-4304-9f54-d23b1663fe33,foi muito bom conhecer um pouquinho mais dos projetos do sudeste,Sudeste,0.4215
20280073-68fe-4304-9f54-d23b1663fe33,as meninas também,Mulheres,0.0
20280073-68fe-4304-9f54-d23b1663fe33,integrador,Integracao,0.0
2b305129-cc14-4538-8075-78b26f65f34f,"a dinâmica de integração foi muito bem pensada, ótima oportunidade de interagir com outros projetos da minha região",Projetos,0.7184
2b305129-cc14-4538-8075-78b26f65f34f,"a dinâmica de integração foi muito bem pensada, ótima oportunidade de interagir com outros projetos da minha região",Integracao,0.7184
2b305129-cc14-4538-8075-78b26f65f34f,"a dinâmica de integração foi muito bem pensada, ótima oportunidade de interagir com outros projetos da minha região",Dinamica,0.7184
2b305129-cc14-4538-8075-78b26f65f34f,"a dinâmica de integração foi muito bem pensada, ótima oportunidade de interagir com outros projetos da minha região",Oportunidade,0.7184
2b305129-cc14-4538-8075-78b26f65f34f,"a dinâmica de integração foi muito bem pensada, ótima oportunidade de interagir com outros projetos da minha região",Regiao,0.7184
6d48edcf-e6d6-48d3-a2e0-e9296cb697f3,motivadora,Inspiracao,0.0
1c7000ea-e558-4ef4-93d8-2c018ec84123,amei a integração entre projetos 💕,Projetos,0.6705
1c7000ea-e558-4ef4-93d8-2c018ec84123,amei a integração entre projetos 💕,Integracao,0.6705
c01cfc13-c80c-4c86-872a-da81361b3339,muito legal conhecer os outros projetos da região,Regiao,0.128
c01cfc13-c80c-4c86-872a-da81361b3339,muito legal conhecer os outros projetos da região,Projetos,0.128
7ab458bd-970a-40e5-9525-ee10be806901,amei ❤️❤️❤️ a alegria de todas vocês,Animada,0.8519
7ab458bd-970a-40e5-9525-ee10be806901,amei ❤️❤️❤️ a alegria de todas vocês,Palestrantes,0.8519
7ab458bd-970a-40e5-9525-ee10be806901,é empolgante a energia,Energia,0.296
7ab458bd-970a-40e5-9525-ee10be806901,os trabalhos realizados,Trabalhos,0.0
ecf86f01-f235-4ce6-b218-43e9ae6ebb8f,palestra super inspiradora da michelle wangham,Palestra,0.5994
ecf86f01-f235-4ce6-b218-43e9ae6ebb8f,palestra super inspiradora da michelle wangham,Organizacao,0.5994
9517374b-5f4f-444c-92e3-177a0b866f14,"a palestra foi muito interessante, é maravilhoso ver mulheres fortes, dedicadas",Mulheres,0.802
9517374b-5f4f-444c-92e3-177a0b866f14,"a palestra foi muito interessante, é maravilhoso ver mulheres fortes, dedicadas",Palestra,0.802
9517374b-5f4f-444c-92e3-177a0b866f14,inteligentes - esse tipo de coisa nos inspira,Inspiracao,0.6705
9517374b-5f4f-444c-92e3-177a0b866f14,inteligentes - esse tipo de coisa nos inspira,Organizacao,0.6705
9517374b-5f4f-444c-92e3-177a0b866f14,"após a palestra me sinto inspirada a continuar na área de exatas,",Engie,0.0
9517374b-5f4f-444c-92e3-177a0b866f14,"após a palestra me sinto inspirada a continuar na área de exatas,",Palestra,0.0
9517374b-5f4f-444c-92e3-177a0b866f14,"após a palestra me sinto inspirada a continuar na área de exatas,",Area,0.0
9517374b-5f4f-444c-92e3-177a0b866f14,sinto que outras meninas também,Mulheres,0.0
ecf86f01-f235-4ce6-b218-43e9ae6ebb8f,ansiosa para a programação da tarde,Programacao,-0.1531
ecf86f01-f235-4ce6-b218-43e9ae6ebb8f,ansiosa para a programação da tarde,Momento,-0.1531
f429f390-79a1-4e84-9a93-87a43048d3d7,ter oportunidade de conhecer,Oportunidade,0.4215
f429f390-79a1-4e84-9a93-87a43048d3d7,possibilidades de aprendizagem,Aprendizado,0.0
f429f390-79a1-4e84-9a93-87a43048d3d7,possibilidades de aprendizagem,Possibilidades,0.0
8b928f09-aedb-4ce1-a365-4d56a0839c50,a palestra foi muito inspiradora,Palestra,0.0
8b928f09-aedb-4ce1-a365-4d56a0839c50,animador ver a carreira de mulheres brilhantes,Mulheres,0.6705
8b928f09-aedb-4ce1-a365-4d56a0839c50,animador ver a carreira de mulheres brilhantes,Carreira,0.6705
8b928f09-aedb-4ce1-a365-4d56a0839c50,atuantes em tantas áreas,Organizacao,0.0
8b928f09-aedb-4ce1-a365-4d56a0839c50,atuantes em tantas áreas,Area,0.0
8b1e1d3e-9c74-43ce-bbc4-77d5689bf024,perfeitooo,Super,0.0
489050ba-f6ce-4f05-a8ce-d6bdee47371a,motivadoras,Inspiracao,0.0
489050ba-f6ce-4f05-a8ce-d6bdee47371a,o wit trás para nós ouvintes a vontade de incentivar mais mulheres,Mulheres,-0.1531
489050ba-f6ce-4f05-a8ce-d6bdee47371a,o wit trás para nós ouvintes a vontade de incentivar mais mulheres,Organizacao,-0.1531
5244efbb-01d2-4f7e-b505-4fd32300baff,amei a programação da manhã,Programacao,0.6705
5244efbb-01d2-4f7e-b505-4fd32300baff,amei a programação da manhã,Manha,0.6705
5244efbb-01d2-4f7e-b505-4fd32300baff,as novidades da gamificação estão maravilhosas,Gamificacao,0.0
5244efbb-01d2-4f7e-b505-4fd32300baff,as novidades da gamificação estão maravilhosas,Novo,0.0
fa22c635-07b6-4718-9309-2665ad2d1a12,"que lindos esses pôsteres, projetos incríveis, todae de parabéns",Posteres,0.5994
fa22c635-07b6-4718-9309-2665ad2d1a12,"que lindos esses pôsteres, projetos incríveis, todae de parabéns",Projetos,0.5994
fa22c635-07b6-4718-9309-2665ad2d1a12,"que lindos esses pôsteres, projetos incríveis, todae de parabéns",Organizacao,0.5994
671f8ca1-38b7-401b-b96a-2dc047c32c4b,"o wit tem me maravilhada, por sua organização",Rafaela,0.0
671f8ca1-38b7-401b-b96a-2dc047c32c4b,"o wit tem me maravilhada, por sua organização",Organizacao,0.0
671f8ca1-38b7-401b-b96a-2dc047c32c4b,inovações durante o evento,Inovacoes,0.0
671f8ca1-38b7-401b-b96a-2dc047c32c4b,coletivo lovelace x meninas digitais<3,Mulheres,0.0
3f3583d6-1037-423a-9a58-0b27ea89d428,os meninos da gamificação são muito legais,Meninos,0.0
3f3583d6-1037-423a-9a58-0b27ea89d428,os meninos da gamificação são muito legais,Gamificacao,0.0
f6bf24cf-734d-4f0e-a735-4a08d53c2b85,pôsteres lindos,Posteres,0.0
00785be0-171f-446a-9069-97212c12e0e3,amei a energia de vocês,Energia,0.7717
00785be0-171f-446a-9069-97212c12e0e3,amei a energia de vocês,Palestrantes,0.7717
00785be0-171f-446a-9069-97212c12e0e3,adorei a maneira como abordam os assuntos,Organizacao,0.0
79625db1-c0bb-49d6-aa29-76fd1dc284e8,muito interessante o projeto por ser inovador,Projetos,0.4019
79625db1-c0bb-49d6-aa29-76fd1dc284e8,achei legal a sessão de autógrafos de livros por ter a interação entre o autor,Autografos,-0.4019
79625db1-c0bb-49d6-aa29-76fd1dc284e8,achei legal a sessão de autógrafos de livros por ter a interação entre o autor,Sessao,-0.4019
79625db1-c0bb-49d6-aa29-76fd1dc284e8,achei legal a sessão de autógrafos de livros por ter a interação entre o autor,Artigos,-0.4019
79625db1-c0bb-49d6-aa29-76fd1dc284e8,achei legal a sessão de autógrafos de livros por ter a interação entre o autor,Integracao,-0.4019
79625db1-c0bb-49d6-aa29-76fd1dc284e8,o telespectador,Telespectador,0.0
76612240-be0f-4dff-bf33-a3c43cd8ed98,as palestras foram muito importantes para engajamento,Engajamento,-0.1531
76612240-be0f-4dff-bf33-a3c43cd8ed98,as palestras foram muito importantes para engajamento,Palestra,-0.1531
c4d4555d-4b97-46e8-93fe-6ad239865bd6,a palestra foi ótima,Palestra,0.0
c4d4555d-4b97-46e8-93fe-6ad239865bd6,a questão de síndrome do impostor é algo que já ouvi muito dentro da faculdade,Aprendizado,0.0
c4d4555d-4b97-46e8-93fe-6ad239865bd6,a questão de síndrome do impostor é algo que já ouvi muito dentro da faculdade,Organizacao,0.0
c4d4555d-4b97-46e8-93fe-6ad239865bd6,a questão de síndrome do impostor é algo que já ouvi muito dentro da faculdade,Impostor,0.0
c4d4555d-4b97-46e8-93fe-6ad239865bd6,a questão de síndrome do impostor é algo que já ouvi muito dentro da faculdade,Sindrome,0.0
c4d4555d-4b97-46e8-93fe-6ad239865bd6,é uma das principais causas de afastamento das meninas do curso,Mulheres,0.0
c4d4555d-4b97-46e8-93fe-6ad239865bd6,é uma das principais causas de afastamento das meninas do curso,Aprendizado,0.0
c4d4555d-4b97-46e8-93fe-6ad239865bd6,é uma das principais causas de afastamento das meninas do curso,Organizacao,0.0
c4d4555d-4b97-46e8-93fe-6ad239865bd6,é uma das principais causas de afastamento das meninas do curso,Causas,0.0
02e1032e-bbbf-4f0a-b350-645b9923a7f4,"eu gostei bastante que esse ano as camisas não são no último dia, para poder usar ela mais pelo congresso",Congresso,0.0
02e1032e-bbbf-4f0a-b350-645b9923a7f4,"eu gostei bastante que esse ano as camisas não são no último dia, para poder usar ela mais pelo congresso",Camisa,0.0
02e1032e-bbbf-4f0a-b350-645b9923a7f4,amei os artigos apresentados,Artigos,0.6705
9306534e-a4af-407c-a97e-3eab6fa1c918,muito interessante os projetos envolvidos na apresentação dos banners,Projetos,0.4019
9306534e-a4af-407c-a97e-3eab6fa1c918,muito interessante os projetos envolvidos na apresentação dos banners,Palestra,0.4019
9306534e-a4af-407c-a97e-3eab6fa1c918,muito interessante os projetos envolvidos na apresentação dos banners,Banners,0.4019
3e11fb01-68a6-4df9-99ff-eb6fa17ea8e0,o wit é sem sombra de dúvidas a melhor coisa do csbc,Organizacao,0.1779
3e11fb01-68a6-4df9-99ff-eb6fa17ea8e0,o wit é sem sombra de dúvidas a melhor coisa do csbc,Sombra,0.1779
0b73ddb5-b846-48b5-929f-94253a3d2b43,trabalhos muito inspiradores,Trabalhos,0.4588
2402b435-49a8-4e35-a936-fddc4e00aeb6,trabalho muito inspirador,Trabalhos,0.4215
a6584b5b-822e-4c85-be5b-e91db87dc16e,"é a primeira participação no wit, a integração é maravilhosa",Integracao,0.6705
a6584b5b-822e-4c85-be5b-e91db87dc16e,"é a primeira participação no wit, a integração é maravilhosa",Inclusao,0.6705
be28feaa-bc8c-45e6-b109-e943185c33f5,alguns banner revela a baixa presença feminina na tecnologia,Tecnologia,0.0
be28feaa-bc8c-45e6-b109-e943185c33f5,alguns banner revela a baixa presença feminina na tecnologia,Organizacao,0.0
be28feaa-bc8c-45e6-b109-e943185c33f5,alguns banner revela a baixa presença feminina na tecnologia,Banners,0.0
be28feaa-bc8c-45e6-b109-e943185c33f5,projetos como meninas digitais são essenciais para mudar esse cenário com acolhimento,Mulheres,-0.1531
be28feaa-bc8c-45e6-b109-e943185c33f5,projetos como meninas digitais são essenciais para mudar esse cenário com acolhimento,Projetos,-0.1531
be28feaa-bc8c-45e6-b109-e943185c33f5,projetos como meninas digitais são essenciais para mudar esse cenário com acolhimento,Organizacao,-0.1531
be28feaa-bc8c-45e6-b109-e943185c33f5,protagonismo,Organizacao,0.0
b3739f83-191f-483a-b695-efbe8e12def9,"amei demais, abriu muito minha mente sobre vários assuntos que eu nao tinha nenhum contato ou conhecimento",Engajamento,0.5106
b3739f83-191f-483a-b695-efbe8e12def9,"amei demais, abriu muito minha mente sobre vários assuntos que eu nao tinha nenhum contato ou conhecimento",Ideia,0.5106
b3739f83-191f-483a-b695-efbe8e12def9,"amei demais, abriu muito minha mente sobre vários assuntos que eu nao tinha nenhum contato ou conhecimento",Conhecimento,0.5106
b3739f83-191f-483a-b695-efbe8e12def9,"amei demais, abriu muito minha mente sobre vários assuntos que eu nao tinha nenhum contato ou conhecimento",Organizacao,0.5106
9306534e-a4af-407c-a97e-3eab6fa1c918,palestra super importante da rafaela sobre representatividade feminina no mundo da tecnologia,Organizacao,0.7351
9306534e-a4af-407c-a97e-3eab6fa1c918,palestra super importante da rafaela sobre representatividade feminina no mundo da tecnologia,Palestra,0.7351
9306534e-a4af-407c-a97e-3eab6fa1c918,palestra super importante da rafaela sobre representatividade feminina no mundo da tecnologia,Tecnologia,0.7351
9306534e-a4af-407c-a97e-3eab6fa1c918,palestra super importante da rafaela sobre representatividade feminina no mundo da tecnologia,Representatividade,0.7351
9306534e-a4af-407c-a97e-3eab6fa1c918,palestra super importante da rafaela sobre representatividade feminina no mundo da tecnologia,Rafaela,0.7351
2402b435-49a8-4e35-a936-fddc4e00aeb6,trabalho extremamente necessário,Trabalhos,0.0
0b73ddb5-b846-48b5-929f-94253a3d2b43,trabalho muito necessário,Trabalhos,0.0
3e11fb01-68a6-4df9-99ff-eb6fa17ea8e0,a apresentação dos artigos está incrível,Palestra,0.6705
3e11fb01-68a6-4df9-99ff-eb6fa17ea8e0,a apresentação dos artigos está incrível,Artigos,0.6705
be28feaa-bc8c-45e6-b109-e943185c33f5,"com ênfase em representatividade:
ver mulheres liderando inspira",Representatividade,0.4404
be28feaa-bc8c-45e6-b109-e943185c33f5,"com ênfase em representatividade:
ver mulheres liderando inspira",Inspiracao,0.4404
be28feaa-bc8c-45e6-b109-e943185c33f5,"com ênfase em representatividade:
ver mulheres liderando inspira",Mulheres,0.4404
be28feaa-bc8c-45e6-b109-e943185c33f5,"com ênfase em representatividade:
ver mulheres liderando inspira",Enfase,0.4404
be28feaa-bc8c-45e6-b109-e943185c33f5,a meninas digitais mostra que presença importa,Mulheres,0.0258
be28feaa-bc8c-45e6-b109-e943185c33f5,a meninas digitais mostra que presença importa,Organizacao,0.0258
be28feaa-bc8c-45e6-b109-e943185c33f5,que inclusão real começa com acolhimento,Organizacao,0.0
be28feaa-bc8c-45e6-b109-e943185c33f5,que inclusão real começa com acolhimento,Inclusao,0.0
be28feaa-bc8c-45e6-b109-e943185c33f5,exemplo,Exemplo,0.0
be669223-c64d-4256-b488-d6a63a1f5117,"é muito incentivador ver outros projetos de meninas,",Mulheres,0.3612
be669223-c64d-4256-b488-d6a63a1f5117,"é muito incentivador ver outros projetos de meninas,",Projetos,0.3612
be669223-c64d-4256-b488-d6a63a1f5117,percebo como eles são importantes para o fortalecimento,Apoio,-0.1531
be669223-c64d-4256-b488-d6a63a1f5117,percebo como eles são importantes para o fortalecimento,Diaaaa,-0.1531
be669223-c64d-4256-b488-d6a63a1f5117,engajamento das meninas nos cursos de tecnologia,Engajamento,0.0
be669223-c64d-4256-b488-d6a63a1f5117,engajamento das meninas nos cursos de tecnologia,Aprendizado,0.0
be669223-c64d-4256-b488-d6a63a1f5117,engajamento das meninas nos cursos de tecnologia,Mulheres,0.0
be669223-c64d-4256-b488-d6a63a1f5117,engajamento das meninas nos cursos de tecnologia,Tecnologia,0.0
de8d707d-b7b7-43bd-9191-a060a88bb761,posters estão muito legais 💚,Posteres,0.0
8f0f4c0d-f2eb-4b18-8099-25bcd217a483,as meninas dando show na obi,Mulheres,0.7096
8f0f4c0d-f2eb-4b18-8099-25bcd217a483,as meninas dando show na obi,Obi,0.7096
bbce1d34-bf29-45d4-8ff1-5bc397a59a07,inovador,Inovacoes,0.0
be669223-c64d-4256-b488-d6a63a1f5117,se percebe a importância de criar espaços onde mulheres se sintam incluídas,Mulheres,0.3612
be669223-c64d-4256-b488-d6a63a1f5117,se percebe a importância de criar espaços onde mulheres se sintam incluídas,Organizacao,0.3612
be669223-c64d-4256-b488-d6a63a1f5117,se percebe a importância de criar espaços onde mulheres se sintam incluídas,Inclusao,0.3612
bbce1d34-bf29-45d4-8ff1-5bc397a59a07,muitoo legal esse evento,Organizacao,0.128
86deea25-a256-41b3-9189-10ce396e3deb,triste porque perdi a palestra de manhã;(,Manha,-0.4939
86deea25-a256-41b3-9189-10ce396e3deb,triste porque perdi a palestra de manhã;(,Palestra,-0.4939
4bc0a904-0a38-4b33-b1de-cab5ea9cf808,muito boa a palestra,Palestra,0.4404
4bc0a904-0a38-4b33-b1de-cab5ea9cf808,que massa o incentivo,Incentivo,0.7184
c49c15fe-dc85-4357-b9ea-0311374c56f8,integração legal,Integracao,0.128
b3739f83-191f-483a-b695-efbe8e12def9,gostei bastante dos conteúdos abordados,Numeros,0.4215
15e5d92b-4326-4e8c-9499-c40fba495716,"alegra meu coração em saber que as mulheres estão se envolvendo em pesquisas da computação, programação",Organizacao,0.0
15e5d92b-4326-4e8c-9499-c40fba495716,"alegra meu coração em saber que as mulheres estão se envolvendo em pesquisas da computação, programação",Mulheres,0.0
15e5d92b-4326-4e8c-9499-c40fba495716,"alegra meu coração em saber que as mulheres estão se envolvendo em pesquisas da computação, programação",Computacao,0.0
15e5d92b-4326-4e8c-9499-c40fba495716,"alegra meu coração em saber que as mulheres estão se envolvendo em pesquisas da computação, programação",Programacao,0.0
15e5d92b-4326-4e8c-9499-c40fba495716,"alegra meu coração em saber que as mulheres estão se envolvendo em pesquisas da computação, programação",Pesquisa,0.0
15e5d92b-4326-4e8c-9499-c40fba495716,a cada novo congresso os números crescem,Numeros,0.0
15e5d92b-4326-4e8c-9499-c40fba495716,a cada novo congresso os números crescem,Congresso,0.0
15e5d92b-4326-4e8c-9499-c40fba495716,"que mais faculdades motivem mulheres nas stem, fundamental para essa nova geração",Mulheres,-0.1531
15e5d92b-4326-4e8c-9499-c40fba495716,"que mais faculdades motivem mulheres nas stem, fundamental para essa nova geração",Aprendizado,-0.1531
15e5d92b-4326-4e8c-9499-c40fba495716,"que mais faculdades motivem mulheres nas stem, fundamental para essa nova geração",Organizacao,-0.1531
352e47bd-d2bf-4541-a6ce-6498a321db06,iniciativa bem enriquecedora,Projetos,0.2732
5244efbb-01d2-4f7e-b505-4fd32300baff,muito alto nível os trabalhos da poeira sessão,Poeira,0.0
5244efbb-01d2-4f7e-b505-4fd32300baff,muito alto nível os trabalhos da poeira sessão,Sessao,0.0
5244efbb-01d2-4f7e-b505-4fd32300baff,muito alto nível os trabalhos da poeira sessão,Nivel,0.0
5244efbb-01d2-4f7e-b505-4fd32300baff,muito alto nível os trabalhos da poeira sessão,Trabalhos,0.0
9ea006aa-40fb-4edc-98dd-39d527a61d6d,amei todas as palestras,Palestra,0.6705
429ddec8-9edb-4757-ab8b-fcdb61defd4e,amei as apresentações dos artigos,Palestra,0.6705
429ddec8-9edb-4757-ab8b-fcdb61defd4e,amei as apresentações dos artigos,Artigos,0.6705
8f0f4c0d-f2eb-4b18-8099-25bcd217a483,muito legal como estratégias de marketing podem modificar a percepção,Projetos,0.128
8f0f4c0d-f2eb-4b18-8099-25bcd217a483,muito legal como estratégias de marketing podem modificar a percepção,Perseveranca,0.128
